iter	Logloss
454	0.002224340143
455	0.002223939172
456	0.00222346315
457	0.002223445552
458	0.002223464962
459	0.002207916457
460	0.002207900094
461	0.002207904055
462	0.002205502385
463	0.002202922983
464	0.002202899577
465	0.002202849229
466	0.002202828172
467	0.002202816303
468	0.002202779893
469	0.002202688442
470	0.002181283303
471	0.002161476431
472	0.002161480645
473	0.002161411724
474	0.002156586215
475	0.002156572072
476	0.002156434199
477	0.002156407807
478	0.002156237983
479	0.002156191563
480	0.002156103348
481	0.002155901739
482	0.002155746643
483	0.002155746643
484	0.00215575275
485	0.002155495137
486	0.002155520836
487	0.002155100071
488	0.002140661636
489	0.002138268944
490	0.002138268996
491	0.002138013306
492	0.002138013306
493	0.002138048371
494	0.002138090245
495	0.002138077072
496	0.002137932543
497	0.00213800562
498	0.002137953652
499	0.00213791132
